"STATION","NAME","DATE","HLY-CLDH-NORMAL","HLY-CLOD-PCTBKN","HLY-CLOD-PCTCLR","HLY-CLOD-PCTFEW","HLY-CLOD-PCTOVC","HLY-CLOD-PCTSCT","HLY-DEWP-10PCTL","HLY-DEWP-90PCTL","HLY-DEWP-NORMAL","HLY-HIDX-NORMAL","HLY-HTDH-NORMAL","HLY-PRES-10PCTL","HLY-PRES-90PCTL","HLY-PRES-NORMAL","HLY-TEMP-10PCTL","HLY-TEMP-90PCTL","HLY-TEMP-NORMAL","HLY-WCHL-NORMAL","HLY-WIND-1STDIR","HLY-WIND-1STPCT","HLY-WIND-2NDDIR","HLY-WIND-2NDPCT","HLY-WIND-AVGSPD","HLY-WIND-PCTCLM","HLY-WIND-VCTDIR","HLY-WIND-VCTSPD"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-01T17:00:00","0.0","241","85","71","528","76","-6.5","27.0","12.3","17.8","47.2","1.0","1.0","1.0","1.0","30.9","17.8","10.7","1","271","2","181","5.9","204","12","2.8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-01T18:00:00","0.0","210","100","75","545","70","-7.1","27.0","12.1","17.5","47.5","1.0","1.0","1.0","1.0","30.9","17.5","10.4","1","290","2","180","6.0","184","9","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-01T19:00:00","0.0","187","129","70","542","72","-7.1","27.0","12.1","17.4","47.6","1.0","1.0","1.0","0.0","32.0","17.4","10.4","1","315","2","168","5.9","202","9","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-01T20:00:00","0.0","172","127","82","542","77","-8.0","27.0","11.9","17.3","47.7","1.0","1.0","1.0","0.7","30.9","17.3","10.0","1","325","2","151","6.1","193","10","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-01T21:00:00","0.0","169","128","68","557","78","-8.0","27.0","11.7","17.3","47.7","1.0","1.0","1.0","-0.8","30.9","17.3","10.0","1","331","2","164","6.1","189","12","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-01T22:00:00","0.0","181","125","75","533","86","-8.0","27.0","11.7","17.2","47.8","1.0","1.0","1.0","0.3","30.9","17.2","10.0","1","291","2","186","6.1","196","17","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-01T23:00:00","0.0","183","122","84","530","81","-7.1","27.0","11.5","17.0","48.0","1.0","1.0","1.0","0.0","30.9","17.0","9.7","1","294","2","171","6.1","193","19","2.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T00:00:00","0.0","199","128","76","524","73","-5.1","28.0","12.2","17.5","47.5","1.0","1.0","1.0","1.0","32.0","17.5","10.4","1","272","2","192","6.1","205","21","2.3"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T01:00:00","0.0","170","112","96","525","96","-7.1","27.0","11.4","17.0","48.0","1.0","1.0","1.0","0.0","32.0","17.0","9.8","1","280","2","181","6.0","224","19","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T02:00:00","0.0","177","111","86","546","79","-8.0","27.0","11.3","16.9","48.1","1.0","1.0","1.0","0.0","30.9","16.9","9.4","1","320","2","178","6.3","176","17","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T03:00:00","0.0","188","118","76","553","65","-7.1","27.0","11.3","16.8","48.2","1.0","1.0","1.0","0.0","30.9","16.8","9.6","1","276","2","200","6.1","196","19","2.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T04:00:00","0.0","166","118","68","556","93","-8.0","27.0","11.1","16.7","48.3","1.0","1.0","1.0","-0.6","30.9","16.7","9.5","1","280","2","186","6.1","202","19","2.4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T05:00:00","0.0","171","116","68","555","89","-7.1","27.0","11.3","16.7","48.3","1.0","1.0","1.0","0.0","30.9","16.7","9.7","1","289","2","155","6.0","220","21","2.5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T06:00:00","0.0","179","113","79","540","88","-8.0","27.0","11.2","16.7","48.3","1.0","1.0","1.0","0.0","30.9","16.7","9.5","1","277","2","161","6.1","196","11","2.5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T07:00:00","0.0","205","111","70","545","68","-7.1","27.0","11.2","16.8","48.2","1.0","1.0","1.0","0.0","30.9","16.8","9.5","1","270","2","184","6.0","184","8","2.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T08:00:00","0.0","162","98","75","572","93","-7.1","27.0","11.2","16.7","48.3","1.0","1.0","1.0","0.0","30.9","16.7","9.4","1","307","2","159","6.1","198","8","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T09:00:00","0.0","223","70","77","559","72","-7.1","27.0","11.4","16.8","48.2","1.0","1.0","1.0","-0.9","30.9","16.8","9.6","1","284","2","176","6.1","214","14","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T10:00:00","0.0","224","59","93","552","72","-7.2","28.0","11.4","16.9","48.1","1.0","1.0","1.0","0.0","30.9","16.9","9.5","1","302","2","155","6.3","174","6","2.8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T11:00:00","0.0","222","56","96","540","85","-8.0","27.0","11.6","17.1","47.9","1.0","1.0","1.0","0.0","30.9","17.1","9.6","1","305","2","170","6.3","180","11","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T12:00:00","0.0","236","67","83","541","73","-6.0","28.0","12.3","18.0","47.0","1.0","1.0","1.0","1.6","32.0","18.0","10.4","1","296","2","177","6.5","160","14","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T13:00:00","0.0","217","75","88","525","95","-5.1","27.0","12.7","18.6","46.4","1.0","1.0","1.0","3.0","32.0","18.6","11.1","1","312","2","199","6.7","167","16","3.4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T14:00:00","0.0","227","77","77","518","100","-5.1","27.0","12.9","18.7","46.3","1.0","1.0","1.0","3.0","33.1","18.7","11.5","1","295","2","229","6.3","180","17","3.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T15:00:00","0.0","238","59","82","536","85","-4.0","28.0","12.9","18.8","46.2","1.0","1.0","1.0","3.0","32.0","18.8","11.6","1","315","2","206","6.3","161","15","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T16:00:00","0.0","228","75","80","524","93","-6.0","28.0","12.3","18.1","46.9","1.0","1.0","1.0","1.0","32.0","18.1","10.6","1","324","2","179","6.2","167","15","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T17:00:00","0.0","236","89","73","522","80","-7.2","27.0","11.9","17.6","47.4","1.0","1.0","1.0","0.0","30.9","17.6","10.4","1","279","2","192","6.1","202","14","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T18:00:00","0.0","211","105","77","536","70","-7.8","27.0","11.8","17.3","47.7","1.0","1.0","1.0","0.0","30.9","17.3","10.1","1","291","2","202","6.0","184","11","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T19:00:00","0.0","184","138","68","535","75","-8.0","27.0","11.7","17.2","47.8","1.0","1.0","1.0","-0.9","32.0","17.2","10.0","1","308","2","183","6.0","193","10","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T20:00:00","0.0","178","137","80","528","77","-8.1","27.0","11.6","17.1","47.9","1.0","1.0","1.0","-0.2","30.9","17.1","9.7","1","330","2","154","6.2","189","11","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T21:00:00","0.0","176","137","66","535","85","-9.0","27.0","11.3","17.0","48.0","1.0","1.0","1.0","-0.9","30.9","17.0","9.7","1","341","2","163","6.2","189","13","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T22:00:00","0.0","182","130","77","520","91","-8.1","27.0","11.3","16.9","48.1","1.0","1.0","1.0","0.0","30.9","16.9","9.5","1","310","2","182","6.2","196","16","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-02T23:00:00","0.0","184","127","86","517","86","-8.5","27.0","11.1","16.6","48.4","1.0","1.0","1.0","-0.9","30.9","16.6","9.3","1","297","2","168","6.1","193","17","2.8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T00:00:00","0.0","199","133","82","508","78","-6.0","28.0","11.8","17.3","47.7","1.0","1.0","1.0","1.0","32.0","17.3","10.0","1","281","2","200","6.2","205","19","2.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T01:00:00","0.0","170","122","96","509","103","-8.5","27.0","11.0","16.6","48.4","1.0","1.0","1.0","-0.9","30.9","16.6","9.4","1","290","2","178","6.0","224","18","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T02:00:00","0.0","180","116","95","534","75","-9.0","27.0","10.9","16.6","48.4","1.0","1.0","1.0","-0.9","30.9","16.6","9.0","1","318","2","186","6.3","178","17","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T03:00:00","0.0","181","125","86","542","67","-9.0","26.1","10.9","16.5","48.5","1.0","1.0","1.0","-0.9","30.9","16.5","9.2","1","272","2","212","6.2","192","20","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T04:00:00","0.0","160","126","73","543","98","-9.9","27.0","10.8","16.4","48.6","1.0","1.0","1.0","-0.9","30.9","16.4","9.1","1","283","2","181","6.1","200","20","2.4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T05:00:00","0.0","164","121","75","550","89","-8.0","27.0","10.9","16.5","48.5","1.0","1.0","1.0","-0.9","30.9","16.5","9.2","1","290","2","163","6.2","209","20","2.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T06:00:00","0.0","181","122","82","528","86","-9.0","27.0","10.9","16.5","48.5","1.0","1.0","1.0","0.0","30.9","16.5","9.2","1","276","2","162","6.2","187","13","2.5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T07:00:00","0.0","200","116","75","537","73","-8.0","27.0","10.9","16.6","48.4","1.0","1.0","1.0","-0.9","32.0","16.6","9.2","1","267","2","183","6.1","180","11","2.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T08:00:00","0.0","159","105","75","567","93","-8.0","27.0","11.0","16.6","48.4","1.0","1.0","1.0","-0.9","30.9","16.6","9.2","1","309","2","177","6.2","193","13","2.8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T09:00:00","0.0","224","72","79","559","65","-8.0","27.0","11.1","16.7","48.3","1.0","1.0","1.0","-0.9","30.9","16.7","9.3","1","280","2","197","6.2","209","16","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T10:00:00","0.0","220","64","93","552","70","-8.0","27.1","11.2","16.8","48.2","1.0","1.0","1.0","-0.9","30.9","16.8","9.2","1","307","2","153","6.4","174","10","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T11:00:00","0.0","225","54","99","539","83","-8.3","27.0","11.3","16.9","48.1","1.0","1.0","1.0","-0.2","30.9","16.9","9.3","1","312","2","168","6.5","173","13","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T12:00:00","0.0","232","60","92","545","71","-6.2","28.0","11.9","17.8","47.2","1.0","1.0","1.0","1.0","32.0","17.8","10.1","1","288","2","184","6.6","153","15","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T13:00:00","0.0","218","68","95","532","86","-6.0","27.0","12.4","18.5","46.5","1.0","1.0","1.0","1.9","32.0","18.5","10.9","1","310","2","195","6.7","167","17","3.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T14:00:00","0.0","223","68","82","528","98","-5.1","27.0","12.6","18.7","46.3","1.0","1.0","1.0","2.5","33.1","18.7","11.3","1","307","2","219","6.5","171","17","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T15:00:00","0.0","244","54","80","538","85","-5.1","28.0","12.6","18.8","46.2","1.0","1.0","1.0","3.0","32.0","18.8","11.4","1","315","2","203","6.5","152","19","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T16:00:00","0.0","241","68","80","527","84","-7.1","28.0","12.1","18.0","47.0","1.0","1.0","1.0","1.0","32.0","18.0","10.4","1","324","2","172","6.4","158","16","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T17:00:00","0.0","236","80","80","525","80","-7.6","28.0","11.7","17.5","47.5","1.0","1.0","1.0","0.0","30.9","17.5","10.1","1","288","2","192","6.2","189","13","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T18:00:00","0.0","209","98","82","543","68","-8.0","27.0","11.6","17.3","47.7","1.0","1.0","1.0","1.0","30.9","17.3","9.9","1","293","2","202","6.2","176","11","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T19:00:00","0.0","181","129","75","548","68","-8.0","27.0","11.6","17.2","47.8","1.0","1.0","1.0","0.0","32.0","17.2","9.9","1","315","2","186","6.1","187","12","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T20:00:00","0.0","181","127","79","543","70","-9.0","27.0","11.4","17.1","47.9","1.0","1.0","1.0","0.0","32.0","17.1","9.5","1","332","2","149","6.4","176","11","2.8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T21:00:00","0.0","171","125","68","556","80","-9.0","27.0","11.2","17.0","48.0","1.0","1.0","1.0","-0.8","30.9","17.0","9.7","1","346","2","156","6.2","187","14","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T22:00:00","0.0","179","118","84","534","86","-8.9","27.0","11.1","16.9","48.1","1.0","1.0","1.0","0.0","30.9","16.9","9.5","1","316","2","177","6.2","200","18","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-03T23:00:00","0.0","179","118","88","529","86","-9.0","26.1","10.9","16.6","48.4","1.0","1.0","1.0","0.0","30.9","16.6","9.3","1","307","2","166","6.1","193","18","2.8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T00:00:00","0.0","202","127","84","511","75","-7.1","28.0","11.7","17.4","47.6","1.0","1.0","1.0","1.0","32.0","17.4","10.0","1","282","2","199","6.3","202","19","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T01:00:00","0.0","169","121","96","509","105","-9.9","27.0","10.8","16.6","48.4","1.0","1.0","1.0","-0.9","30.9","16.6","9.4","1","294","2","178","6.0","222","19","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T02:00:00","0.0","182","118","89","525","86","-9.9","26.1","10.7","16.5","48.5","1.0","1.0","1.0","-0.9","30.0","16.5","8.9","1","313","2","189","6.3","176","16","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T03:00:00","0.0","176","127","88","539","69","-9.0","26.1","10.8","16.5","48.5","1.0","1.0","1.0","-0.9","30.0","16.5","9.1","1","264","2","208","6.2","188","20","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T04:00:00","0.0","153","128","75","546","98","-9.9","27.0","10.6","16.4","48.6","1.0","1.0","1.0","-0.9","30.9","16.4","8.9","1","288","2","190","6.2","193","22","2.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T05:00:00","0.0","159","120","80","550","91","-9.0","27.0","10.8","16.5","48.5","1.0","1.0","1.0","-0.9","30.9","16.5","9.1","1","299","2","173","6.2","204","20","2.8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T06:00:00","0.0","170","122","86","526","95","-9.9","27.0","10.8","16.5","48.5","1.0","1.0","1.0","0.0","30.9","16.5","9.2","1","289","2","160","6.2","193","14","2.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T07:00:00","0.0","186","118","77","541","79","-9.0","27.0","10.8","16.6","48.4","1.0","1.0","1.0","-0.9","30.9","16.6","9.1","1","277","2","179","6.2","182","11","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T08:00:00","0.0","155","109","77","568","91","-9.0","27.0","10.8","16.5","48.5","1.0","1.0","1.0","-0.9","30.9","16.5","9.0","1","323","2","172","6.3","184","12","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T09:00:00","0.0","208","77","79","563","72","-8.5","27.0","11.0","16.6","48.4","1.0","1.0","1.0","-0.9","30.9","16.6","9.2","1","295","2","191","6.3","203","16","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T10:00:00","0.0","211","73","93","553","70","-9.0","27.0","11.0","16.7","48.3","1.0","1.0","1.0","-0.4","30.9","16.7","9.0","1","322","2","153","6.5","170","10","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T11:00:00","0.0","225","58","103","535","79","-9.0","27.0","11.1","16.9","48.1","1.0","1.0","1.0","-0.2","30.9","16.9","9.2","1","325","2","165","6.6","173","13","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T12:00:00","0.0","226","62","94","548","69","-7.4","27.0","11.7","17.7","47.3","1.0","1.0","1.0","1.0","32.0","17.7","9.9","1","297","2","186","6.7","144","14","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T13:00:00","0.0","216","73","95","525","91","-8.0","27.0","12.2","18.4","46.6","1.0","1.0","1.0","1.9","32.0","18.4","10.7","1","327","2","192","6.8","158","15","3.4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T14:00:00","0.0","214","75","77","533","100","-7.1","27.0","12.4","18.6","46.4","1.0","1.0","1.0","2.5","32.0","18.6","11.0","1","314","2","218","6.6","160","15","3.3"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T15:00:00","0.0","233","64","71","545","87","-6.0","27.0","12.4","18.7","46.3","1.0","1.0","1.0","3.0","32.0","18.7","11.1","1","330","2","201","6.6","148","17","3.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T16:00:00","0.0","234","77","73","533","84","-7.8","27.0","11.9","18.0","47.0","1.0","1.0","1.0","1.0","32.0","18.0","10.1","1","327","2","174","6.6","142","14","3.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T17:00:00","0.0","232","89","73","527","80","-9.0","27.0","11.5","17.5","47.5","1.0","1.0","1.0","0.0","30.9","17.5","9.9","1","314","2","187","6.4","169","11","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T18:00:00","0.0","205","107","75","548","66","-9.0","27.0","11.4","17.3","47.7","1.0","1.0","1.0","1.0","30.9","17.3","9.6","1","310","2","202","6.3","164","9","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T19:00:00","0.0","172","136","72","554","66","-9.0","27.0","11.3","17.2","47.8","1.0","1.0","1.0","0.0","30.9","17.2","9.6","1","330","2","183","6.3","173","11","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T20:00:00","0.0","170","133","84","543","70","-9.0","27.0","11.2","17.1","47.9","1.0","1.0","1.0","0.0","30.9","17.1","9.4","1","353","2","135","6.4","173","10","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T21:00:00","0.0","164","132","71","550","82","-9.2","26.1","10.9","16.9","48.1","1.0","1.0","1.0","0.0","30.9","16.9","9.3","1","357","2","152","6.3","169","11","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T22:00:00","0.0","186","127","81","525","81","-9.8","27.0","10.9","16.7","48.3","1.0","1.0","1.0","0.0","30.9","16.7","9.3","1","338","2","167","6.3","193","15","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-04T23:00:00","0.0","179","124","86","525","86","-9.9","26.1","10.6","16.5","48.5","1.0","1.0","1.0","0.0","30.9","16.5","9.1","1","318","2","160","6.2","189","16","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","01-05T00:00:00","0.0","200","134","84","506","77","-7.1","28.0","11.5","17.3","47.7","1.0","1.0","1.0","1.0","32.0","17.3","9.9","1","284","2","188","6.4","199","17","2.8"
